Product,Quantity,Region,Production Method,Water Footprint (L),Category,Water Scarcity Index,Scarcity Level,Alternative Method,Potential Water Savings (%)
Leather Bag,100,Europe,Industrial,1744803.27,Other,0.4,Medium,Efficient Method,20
Bicycle,5,South America,Handmade,68793.56,Other,0.6,Medium-High,Efficient Method,20
Almonds,5,Australia,Conventional,55316.26,Other,0.5,Medium,Efficient Method,20
Table,50,Africa,Handmade,244588.53,Furniture,0.8,Very High,Engineered Wood,20
Paper,1,North America,Industrial,9.67,Stationery,0.3,Low,Recycled Paper,45
Chair,50,South America,Handmade,127137.55,Other,0.6,Medium-High,Efficient Method,20
Plastic,10,Africa,Recycled,1692.56,Other,0.8,Very High,Efficient Method,20
Laptop,1,Australia,Conventional,10025.13,Electronics,0.5,Medium,Efficient Method,20
Sofa,100,Europe,Recycled,961837.25,Other,0.4,Medium,Efficient Method,20
Sofa,5,Europe,Organic,41501.87,Other,0.4,Medium,Efficient Method,20
Sofa,1,Europe,Industrial,9747.13,Other,0.4,Medium,Efficient Method,20
Laptop,1,Europe,Handmade,9320.18,Electronics,0.4,Medium,Efficient Method,20
Rice,100,North America,Recycled,263251.68,Food,0.3,Low,Efficient Method,20
Bicycle,100,Australia,Recycled,1434717.56,Other,0.5,Medium,Efficient Method,20
Almonds,200,North America,Conventional,2083734.74,Other,0.3,Low,Efficient Method,20
Paper,100,Africa,Organic,1093.95,Stationery,0.8,Very High,Efficient Method,20
Wheat,20,Asia,Industrial,33922.69,Other,0.7,High,Efficient Method,20
Paper,50,North America,Recycled,473.2,Stationery,0.3,Low,Efficient Method,20
Table,50,Australia,Recycled,264881.36,Furniture,0.5,Medium,Efficient Method,20
Sofa,1,Australia,Recycled,8563.74,Other,0.5,Medium,Efficient Method,20
Car,20,Europe,Handmade,3169272.29,Vehicle,0.4,Medium,Efficient Method,20
Wood,1,Australia,Conventional,305.93,Raw Material,0.5,Medium,Efficient Method,20
Steel,50,Asia,Conventional,2446.34,Raw Material,0.7,High,Efficient Method,20
Laptop,1,Europe,Conventional,9070.5,Electronics,0.4,Medium,Efficient Method,20
Corn,50,South America,Organic,60399.19,Other,0.6,Medium-High,Efficient Method,20
Laptop,1,Europe,Industrial,9162.05,Electronics,0.4,Medium,Refurbished Components,35
Corn,50,Asia,Conventional,60479.46,Other,0.7,High,Efficient Method,20
Almonds,10,North America,Organic,115249.59,Other,0.3,Low,Efficient Method,20
Steel,50,Australia,Industrial,2357.84,Raw Material,0.5,Medium,Recycled Steel,40
Almonds,5,Asia,Organic,54771.69,Other,0.7,High,Efficient Method,20
Table,10,Africa,Handmade,54952.34,Furniture,0.8,Very High,Engineered Wood,20
Plastic,10,Africa,Handmade,1936.56,Other,0.8,Very High,Efficient Method,20
Table,5,Europe,Industrial,22537.34,Furniture,0.4,Medium,Efficient Method,20
Tomatoes,50,Africa,Conventional,11310.84,Other,0.8,Very High,Efficient Method,20
Laptop,100,North America,Conventional,923003.43,Electronics,0.3,Low,Efficient Method,20
Wood,50,North America,Organic,15725.76,Raw Material,0.3,Low,Efficient Method,20
Bed,20,North America,Handmade,174646.13,Furniture,0.3,Low,Efficient Method,20
Mobile Phone,50,Australia,Industrial,59051.94,Other,0.5,Medium,Efficient Method,20
Paper,200,South America,Conventional,1807.66,Stationery,0.6,Medium-High,Efficient Method,20
Wood,100,Europe,Industrial,32216.35,Raw Material,0.4,Medium,Efficient Method,20
Rice,50,Africa,Handmade,112443.69,Food,0.8,Very High,Efficient Method,20
Corn,50,Asia,Conventional,67144.07,Other,0.7,High,Efficient Method,20
Mobile Phone,10,North America,Organic,10931.66,Other,0.3,Low,Efficient Method,20
Corn,5,Europe,Conventional,5771.53,Other,0.4,Medium,Efficient Method,20
Chair,50,Asia,Recycled,127234.78,Other,0.7,High,Efficient Method,20
Steel,50,Africa,Handmade,2503.87,Raw Material,0.8,Very High,Efficient Method,20
Rice,20,Asia,Organic,53862.01,Food,0.7,High,Aerobic Rice Farming,35
Glass Bottle,5,North America,Conventional,1932.08,Other,0.3,Low,Efficient Method,20
Sofa,5,Africa,Industrial,42946.73,Other,0.8,Very High,Efficient Method,20
Bed,50,Asia,Conventional,379481.26,Furniture,0.7,High,Efficient Method,20
Mobile Phone,5,North America,Conventional,6369.34,Other,0.3,Low,Efficient Method,20
Leather Bag,10,Asia,Handmade,168596.61,Other,0.7,High,Efficient Method,20
Table,10,South America,Recycled,54331.58,Furniture,0.6,Medium-High,Efficient Method,20
Rice,10,Australia,Industrial,26611.97,Food,0.5,Medium,Efficient Method,20
Steel,1,Africa,Recycled,52.01,Raw Material,0.8,Very High,Efficient Method,20
Almonds,50,South America,Handmade,525017.36,Other,0.6,Medium-High,Efficient Method,20
Bed,5,Australia,Conventional,36329.22,Furniture,0.5,Medium,Efficient Method,20
Rice,50,Africa,Recycled,125329.89,Food,0.8,Very High,Efficient Method,20
Bicycle,5,Australia,Handmade,80118.04,Other,0.5,Medium,Efficient Method,20
Car,200,Australia,Industrial,29046633.26,Vehicle,0.5,Medium,Recycled Materials,25
Corn,20,Asia,Industrial,24481.08,Other,0.7,High,Efficient Method,20
Almonds,10,Asia,Recycled,99597.95,Other,0.7,High,Efficient Method,20
Mobile Phone,100,Asia,Industrial,130376.98,Other,0.7,High,Efficient Method,20
Corn,1,South America,Industrial,1273.67,Other,0.6,Medium-High,Efficient Method,20
Plastic,100,Europe,Recycled,17410.14,Other,0.4,Medium,Efficient Method,20
Laptop,10,South America,Organic,90496.81,Electronics,0.6,Medium-High,Efficient Method,20
Chair,100,Asia,Recycled,230363.69,Other,0.7,High,Efficient Method,20
Leather Bag,1,North America,Industrial,15309.99,Other,0.3,Low,Efficient Method,20
Cotton Shirt,20,Australia,Conventional,52548.19,Other,0.5,Medium,Efficient Method,20
Corn,5,Australia,Industrial,6401.07,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,200,Asia,Conventional,589589.65,Other,0.7,High,Efficient Method,20
Chair,100,Africa,Conventional,235534.2,Other,0.8,Very High,Efficient Method,20
Plastic,5,South America,Handmade,888.25,Other,0.6,Medium-High,Efficient Method,20
Car,200,Europe,Recycled,30405034.36,Vehicle,0.4,Medium,Efficient Method,20
Bicycle,1,Europe,Conventional,16047.85,Other,0.4,Medium,Efficient Method,20
Car,50,Australia,Organic,7844269.43,Vehicle,0.5,Medium,Efficient Method,20
Mobile Phone,10,Africa,Industrial,12219.63,Other,0.8,Very High,Efficient Method,20
Wheat,1,North America,Handmade,1978.24,Other,0.3,Low,Efficient Method,20
Mobile Phone,200,Asia,Handmade,248190.54,Other,0.7,High,Efficient Method,20
Leather Bag,10,Asia,Industrial,180335.58,Other,0.7,High,Efficient Method,20
Steel,50,Australia,Recycled,2382.83,Raw Material,0.5,Medium,Efficient Method,20
Car,50,South America,Conventional,7118240.54,Vehicle,0.6,Medium-High,Efficient Method,20
Mobile Phone,50,South America,Industrial,63157.68,Other,0.6,Medium-High,Efficient Method,20
Bicycle,50,North America,Conventional,706074.62,Other,0.3,Low,Efficient Method,20
Almonds,100,South America,Handmade,1163320.26,Other,0.6,Medium-High,Efficient Method,20
Chair,50,Australia,Handmade,136366.61,Other,0.5,Medium,Efficient Method,20
Plastic,100,Australia,Recycled,18483.79,Other,0.5,Medium,Efficient Method,20
Plastic,10,South America,Recycled,1900.05,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,200,Asia,Conventional,3692296.37,Other,0.7,High,Efficient Method,20
Sofa,200,Africa,Industrial,1794979.19,Other,0.8,Very High,Efficient Method,20
Wheat,5,Asia,Industrial,9728.06,Other,0.7,High,Efficient Method,20
Table,10,Europe,Conventional,48624.6,Furniture,0.4,Medium,Efficient Method,20
Almonds,200,Africa,Industrial,2223409.64,Other,0.8,Very High,Efficient Method,20
Cotton Shirt,1,Australia,Organic,2816.52,Other,0.5,Medium,Efficient Method,20
Bicycle,20,Europe,Industrial,270379.05,Other,0.4,Medium,Efficient Method,20
Glass Bottle,1,Africa,Organic,400.62,Other,0.8,Very High,Efficient Method,20
Rice,200,Asia,Organic,542745.23,Food,0.7,High,Aerobic Rice Farming,35
Rice,5,Asia,Handmade,11807.59,Food,0.7,High,Efficient Method,20
Tomatoes,1,Africa,Handmade,229.24,Other,0.8,Very High,Efficient Method,20
Steel,50,Europe,Recycled,2358.44,Raw Material,0.4,Medium,Efficient Method,20
Corn,10,North America,Handmade,12414.34,Other,0.3,Low,Efficient Method,20
Tomatoes,200,Australia,Conventional,41101.86,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,50,South America,Organic,137643.07,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,50,South America,Handmade,126477.73,Other,0.6,Medium-High,Efficient Method,20
Laptop,10,North America,Recycled,92903.58,Electronics,0.3,Low,Efficient Method,20
Wheat,10,South America,Conventional,17746.8,Other,0.6,Medium-High,Efficient Method,20
Almonds,20,Australia,Conventional,226798.84,Other,0.5,Medium,Efficient Method,20
Corn,5,Asia,Handmade,6553.53,Other,0.7,High,Efficient Method,20
Rice,20,Australia,Handmade,48837.08,Food,0.5,Medium,Efficient Method,20
Car,200,South America,Organic,30022187.16,Vehicle,0.6,Medium-High,Efficient Method,20
Bed,20,North America,Conventional,148025.45,Furniture,0.3,Low,Efficient Method,20
Cotton Shirt,10,North America,Industrial,24924.02,Other,0.3,Low,Efficient Method,20
Table,50,North America,Recycled,226241.65,Furniture,0.3,Low,Efficient Method,20
Table,10,Asia,Recycled,45730.41,Furniture,0.7,High,Efficient Method,20
Chair,20,Europe,Organic,54431.0,Other,0.4,Medium,Efficient Method,20
Bed,10,North America,Handmade,80730.76,Furniture,0.3,Low,Efficient Method,20
Wheat,200,North America,Handmade,371707.32,Other,0.3,Low,Efficient Method,20
Table,5,Australia,Organic,22822.77,Furniture,0.5,Medium,Efficient Method,20
Table,100,Africa,Handmade,511520.02,Furniture,0.8,Very High,Engineered Wood,20
Paper,100,North America,Organic,1059.94,Stationery,0.3,Low,Efficient Method,20
Wood,100,Africa,Handmade,29141.32,Raw Material,0.8,Very High,Recycled Wood,30
Tomatoes,20,Africa,Conventional,4645.2,Other,0.8,Very High,Efficient Method,20
Glass Bottle,50,Europe,Recycled,17917.14,Other,0.4,Medium,Efficient Method,20
Plastic,200,Africa,Recycled,38160.81,Other,0.8,Very High,Efficient Method,20
Tomatoes,5,Africa,Industrial,1168.06,Other,0.8,Very High,Efficient Method,20
Paper,10,Africa,Organic,93.67,Stationery,0.8,Very High,Efficient Method,20
Chair,50,North America,Conventional,136128.9,Other,0.3,Low,Efficient Method,20
Bicycle,10,Asia,Industrial,161452.24,Other,0.7,High,Efficient Method,20
Bicycle,50,Europe,Recycled,756627.35,Other,0.4,Medium,Efficient Method,20
Glass Bottle,10,South America,Handmade,3929.41,Other,0.6,Medium-High,Efficient Method,20
Leather Bag,5,Europe,Recycled,76849.99,Other,0.4,Medium,Efficient Method,20
Corn,5,Africa,Industrial,6357.77,Other,0.8,Very High,Efficient Method,20
Cotton Shirt,20,Europe,Organic,57756.23,Other,0.4,Medium,Efficient Method,20
Steel,50,North America,Recycled,2301.34,Raw Material,0.3,Low,Efficient Method,20
Glass Bottle,10,Europe,Handmade,3559.25,Other,0.4,Medium,Efficient Method,20
Corn,20,South America,Conventional,22722.34,Other,0.6,Medium-High,Efficient Method,20
Paper,10,Asia,Organic,109.82,Stationery,0.7,High,Efficient Method,20
Almonds,10,Asia,Handmade,103140.09,Other,0.7,High,Efficient Method,20
Bed,10,North America,Handmade,74582.8,Furniture,0.3,Low,Efficient Method,20
Glass Bottle,20,North America,Conventional,7233.68,Other,0.3,Low,Efficient Method,20
Cotton Shirt,5,Australia,Recycled,14128.84,Other,0.5,Medium,Efficient Method,20
Sofa,5,Asia,Organic,43436.38,Other,0.7,High,Efficient Method,20
Bicycle,5,Europe,Industrial,75860.6,Other,0.4,Medium,Efficient Method,20
Laptop,200,Europe,Industrial,1890501.91,Electronics,0.4,Medium,Refurbished Components,35
Wheat,50,Europe,Handmade,89079.63,Other,0.4,Medium,Efficient Method,20
Car,1,South America,Handmade,163873.69,Vehicle,0.6,Medium-High,Efficient Method,20
Wheat,200,North America,Handmade,371851.41,Other,0.3,Low,Efficient Method,20
Corn,50,Europe,Recycled,67180.37,Other,0.4,Medium,Efficient Method,20
Mobile Phone,1,South America,Recycled,1301.69,Other,0.6,Medium-High,Efficient Method,20
Bed,50,Asia,Recycled,404305.24,Furniture,0.7,High,Efficient Method,20
Paper,100,South America,Industrial,1022.98,Stationery,0.6,Medium-High,Recycled Paper,45
Cotton Shirt,200,Africa,Industrial,543477.49,Other,0.8,Very High,Efficient Method,20
Steel,1,Australia,Recycled,47.07,Raw Material,0.5,Medium,Efficient Method,20
Almonds,20,Europe,Conventional,196664.92,Other,0.4,Medium,Efficient Method,20
Paper,100,North America,Organic,1021.32,Stationery,0.3,Low,Efficient Method,20
Tomatoes,20,Australia,Organic,4601.06,Other,0.5,Medium,Efficient Method,20
Table,5,South America,Handmade,25050.62,Furniture,0.6,Medium-High,Engineered Wood,20
Cotton Shirt,1,Africa,Recycled,2536.43,Other,0.8,Very High,Efficient Method,20
Plastic,1,Europe,Organic,169.19,Other,0.4,Medium,Efficient Method,20
Corn,100,Australia,Handmade,124882.43,Other,0.5,Medium,Efficient Method,20
Bed,100,Asia,Industrial,844356.28,Furniture,0.7,High,Organic,25
Corn,50,Africa,Industrial,57702.16,Other,0.8,Very High,Efficient Method,20
Bicycle,10,Europe,Industrial,155755.62,Other,0.4,Medium,Efficient Method,20
Leather Bag,100,South America,Industrial,1664547.54,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,50,Asia,Organic,135673.63,Other,0.7,High,Efficient Method,20
Cotton Shirt,10,North America,Industrial,25202.53,Other,0.3,Low,Efficient Method,20
Wood,200,South America,Conventional,62202.18,Raw Material,0.6,Medium-High,Efficient Method,20
Bicycle,100,Europe,Handmade,1488188.04,Other,0.4,Medium,Efficient Method,20
Almonds,5,Australia,Conventional,51195.98,Other,0.5,Medium,Efficient Method,20
Paper,10,Europe,Organic,102.05,Stationery,0.4,Medium,Efficient Method,20
Bed,20,Asia,Organic,150505.61,Furniture,0.7,High,Efficient Method,20
Leather Bag,20,South America,Industrial,309767.47,Other,0.6,Medium-High,Efficient Method,20
Sofa,20,North America,Handmade,176292.67,Other,0.3,Low,Efficient Method,20
Paper,1,South America,Handmade,9.95,Stationery,0.6,Medium-High,Efficient Method,20
Corn,100,North America,Handmade,132520.92,Other,0.3,Low,Efficient Method,20
Chair,10,South America,Organic,24784.95,Other,0.6,Medium-High,Efficient Method,20
Cotton Shirt,100,Asia,Conventional,287409.1,Other,0.7,High,Efficient Method,20
Steel,50,Africa,Industrial,2749.29,Raw Material,0.8,Very High,Recycled Steel,40
Table,1,Australia,Recycled,5204.74,Furniture,0.5,Medium,Efficient Method,20
Bicycle,1,North America,Organic,14883.2,Other,0.3,Low,Efficient Method,20
Bed,200,Australia,Recycled,1552537.3,Furniture,0.5,Medium,Efficient Method,20
Rice,5,North America,Recycled,13727.04,Food,0.3,Low,Efficient Method,20
Cotton Shirt,100,Africa,Conventional,265293.91,Other,0.8,Very High,Efficient Method,20
Laptop,100,Africa,Conventional,1093096.33,Electronics,0.8,Very High,Efficient Method,20
Paper,50,Asia,Conventional,549.09,Stationery,0.7,High,Efficient Method,20
Table,100,Europe,Conventional,539553.51,Furniture,0.4,Medium,Efficient Method,20
Car,5,Australia,Conventional,820708.22,Vehicle,0.5,Medium,Efficient Method,20
Corn,1,Africa,Organic,1183.05,Other,0.8,Very High,Efficient Method,20
Bicycle,20,North America,Handmade,280533.9,Other,0.3,Low,Efficient Method,20
Tomatoes,1,Australia,Recycled,227.03,Other,0.5,Medium,Efficient Method,20
Sofa,5,North America,Organic,49242.88,Other,0.3,Low,Efficient Method,20
Glass Bottle,20,Asia,Industrial,7005.9,Other,0.7,High,Efficient Method,20
Bed,200,Australia,Handmade,1440466.17,Furniture,0.5,Medium,Efficient Method,20
Steel,100,Asia,Industrial,4818.8,Raw Material,0.7,High,Recycled Steel,40
Glass Bottle,200,South America,Conventional,74080.04,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,10,South America,Conventional,3471.81,Other,0.6,Medium-High,Efficient Method,20
Chair,50,Europe,Handmade,117889.16,Other,0.4,Medium,Efficient Method,20
Rice,200,Africa,Handmade,507875.35,Food,0.8,Very High,Efficient Method,20
Wheat,10,Europe,Conventional,19165.78,Other,0.4,Medium,Efficient Method,20
Wheat,200,South America,Organic,396796.33,Other,0.6,Medium-High,Efficient Method,20
Plastic,5,Europe,Handmade,969.44,Other,0.4,Medium,Efficient Method,20
Sofa,20,Australia,Recycled,164084.31,Other,0.5,Medium,Efficient Method,20
Laptop,20,Australia,Handmade,191869.19,Electronics,0.5,Medium,Efficient Method,20
Almonds,10,Asia,Handmade,114679.61,Other,0.7,High,Efficient Method,20
Plastic,20,Asia,Handmade,3530.82,Other,0.7,High,Efficient Method,20
Bed,20,Africa,Organic,172073.02,Furniture,0.8,Very High,Efficient Method,20
Wheat,10,Africa,Conventional,20055.06,Other,0.8,Very High,Efficient Method,20
Laptop,5,North America,Handmade,47486.19,Electronics,0.3,Low,Efficient Method,20
Cotton Shirt,5,Australia,Industrial,13980.89,Other,0.5,Medium,Efficient Method,20
Corn,100,South America,Handmade,115708.87,Other,0.6,Medium-High,Efficient Method,20
Wheat,50,Australia,Industrial,90608.6,Other,0.5,Medium,Efficient Method,20
Almonds,100,Europe,Handmade,1133020.38,Other,0.4,Medium,Efficient Method,20
Laptop,200,South America,Organic,1951305.79,Electronics,0.6,Medium-High,Efficient Method,20
Plastic,1,Asia,Industrial,194.9,Other,0.7,High,Efficient Method,20
Plastic,5,South America,Organic,899.36,Other,0.6,Medium-High,Efficient Method,20
Laptop,200,South America,Industrial,1834137.29,Electronics,0.6,Medium-High,Refurbished Components,35
Plastic,50,Africa,Handmade,9638.74,Other,0.8,Very High,Efficient Method,20
Tomatoes,10,Australia,Recycled,2331.15,Other,0.5,Medium,Efficient Method,20
Almonds,50,Australia,Recycled,517461.16,Other,0.5,Medium,Efficient Method,20
Paper,20,North America,Recycled,214.18,Stationery,0.3,Low,Efficient Method,20
Wheat,50,North America,Recycled,91609.76,Other,0.3,Low,Efficient Method,20
Paper,100,Europe,Recycled,978.28,Stationery,0.4,Medium,Efficient Method,20
Wheat,5,Asia,Conventional,9383.84,Other,0.7,High,Efficient Method,20
Table,100,Africa,Organic,548681.39,Furniture,0.8,Very High,Efficient Method,20
Glass Bottle,50,South America,Recycled,17841.32,Other,0.6,Medium-High,Efficient Method,20
Paper,10,Europe,Conventional,95.13,Stationery,0.4,Medium,Efficient Method,20
Bed,20,Africa,Recycled,144096.56,Furniture,0.8,Very High,Efficient Method,20
Cotton Shirt,1,Asia,Industrial,2654.65,Other,0.7,High,Efficient Method,20
Corn,50,Australia,Conventional,60228.74,Other,0.5,Medium,Efficient Method,20
Chair,50,Australia,Industrial,134140.89,Other,0.5,Medium,Efficient Method,20
Bed,50,Europe,Conventional,360378.98,Furniture,0.4,Medium,Efficient Method,20
Mobile Phone,10,North America,Handmade,10881.8,Other,0.3,Low,Efficient Method,20
Plastic,200,North America,Industrial,34499.26,Other,0.3,Low,Efficient Method,20
Bed,100,North America,Organic,825530.63,Furniture,0.3,Low,Efficient Method,20
Glass Bottle,100,Australia,Recycled,36753.08,Other,0.5,Medium,Efficient Method,20
Plastic,5,Europe,Conventional,915.93,Other,0.4,Medium,Efficient Method,20
Leather Bag,1,Australia,Industrial,17056.89,Other,0.5,Medium,Efficient Method,20
Laptop,1,Africa,Recycled,10701.29,Electronics,0.8,Very High,Efficient Method,20
Table,1,Africa,Handmade,4814.87,Furniture,0.8,Very High,Engineered Wood,20
Laptop,1,North America,Organic,9405.88,Electronics,0.3,Low,Efficient Method,20
Glass Bottle,10,South America,Recycled,4109.75,Other,0.6,Medium-High,Efficient Method,20
Steel,1,North America,Conventional,51.94,Raw Material,0.3,Low,Efficient Method,20
Rice,10,Australia,Industrial,23767.59,Food,0.5,Medium,Efficient Method,20
Mobile Phone,50,Europe,Organic,59347.02,Other,0.4,Medium,Efficient Method,20
Bicycle,100,South America,Industrial,1435182.27,Other,0.6,Medium-High,Efficient Method,20
Sofa,50,Africa,Organic,490318.96,Other,0.8,Very High,Efficient Method,20
Laptop,5,North America,Organic,54968.1,Electronics,0.3,Low,Efficient Method,20
Laptop,10,Africa,Recycled,101548.45,Electronics,0.8,Very High,Efficient Method,20
Table,5,North America,Recycled,26513.66,Furniture,0.3,Low,Efficient Method,20
Almonds,50,Europe,Recycled,550949.84,Other,0.4,Medium,Efficient Method,20
Wheat,1,Asia,Handmade,1962.86,Other,0.7,High,Efficient Method,20
Plastic,20,Asia,Organic,3352.68,Other,0.7,High,Efficient Method,20
Tomatoes,10,Australia,Industrial,2202.5,Other,0.5,Medium,Efficient Method,20
Rice,20,South America,Organic,49522.7,Food,0.6,Medium-High,Aerobic Rice Farming,35
Cotton Shirt,50,Australia,Industrial,144060.29,Other,0.5,Medium,Efficient Method,20
Wheat,100,North America,Conventional,200013.4,Other,0.3,Low,Efficient Method,20
Mobile Phone,10,Australia,Handmade,11318.15,Other,0.5,Medium,Efficient Method,20
Cotton Shirt,1,Asia,Organic,2626.42,Other,0.7,High,Efficient Method,20
Sofa,100,Australia,Recycled,919927.85,Other,0.5,Medium,Efficient Method,20
Chair,50,South America,Recycled,129677.6,Other,0.6,Medium-High,Efficient Method,20
Sofa,20,Australia,Industrial,194633.04,Other,0.5,Medium,Efficient Method,20
Rice,10,Europe,Industrial,24945.58,Food,0.4,Medium,Efficient Method,20
Cotton Shirt,50,Europe,Organic,130680.42,Other,0.4,Medium,Efficient Method,20
Wood,200,Africa,Organic,61469.85,Raw Material,0.8,Very High,Efficient Method,20
Tomatoes,200,Africa,Organic,43363.65,Other,0.8,Very High,Efficient Method,20
Chair,5,Africa,Recycled,13159.46,Other,0.8,Very High,Efficient Method,20
Leather Bag,100,Asia,Recycled,1533381.46,Other,0.7,High,Efficient Method,20
Leather Bag,1,Africa,Organic,18411.68,Other,0.8,Very High,Efficient Method,20
Laptop,1,Asia,Organic,10848.17,Electronics,0.7,High,Efficient Method,20
Laptop,100,North America,Handmade,1063377.71,Electronics,0.3,Low,Efficient Method,20
Wheat,200,Africa,Industrial,339520.03,Other,0.8,Very High,Efficient Method,20
Laptop,1,Europe,Conventional,10210.2,Electronics,0.4,Medium,Efficient Method,20
Bed,20,North America,Conventional,162811.14,Furniture,0.3,Low,Efficient Method,20
Chair,10,Australia,Organic,26526.19,Other,0.5,Medium,Efficient Method,20
Table,200,Australia,Organic,1002661.4,Furniture,0.5,Medium,Efficient Method,20
Table,20,Asia,Recycled,97239.51,Furniture,0.7,High,Efficient Method,20
Tomatoes,5,Africa,Industrial,987.34,Other,0.8,Very High,Efficient Method,20
Corn,200,Europe,Recycled,219970.54,Other,0.4,Medium,Efficient Method,20
Wood,100,Australia,Organic,31716.16,Raw Material,0.5,Medium,Efficient Method,20
Tomatoes,20,Europe,Organic,4022.12,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,20,South America,Handmade,49411.03,Other,0.6,Medium-High,Efficient Method,20
Bicycle,50,Asia,Conventional,808343.14,Other,0.7,High,Efficient Method,20
Mobile Phone,10,Asia,Organic,11478.42,Other,0.7,High,Efficient Method,20
Paper,5,Australia,Handmade,48.91,Stationery,0.5,Medium,Efficient Method,20
Bicycle,5,Africa,Handmade,68261.66,Other,0.8,Very High,Efficient Method,20
Glass Bottle,20,South America,Conventional,7348.57,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,20,Europe,Recycled,7025.94,Other,0.4,Medium,Efficient Method,20
Bed,50,North America,Recycled,397067.35,Furniture,0.3,Low,Efficient Method,20
Wheat,1,Asia,Recycled,1708.83,Other,0.7,High,Efficient Method,20
Laptop,1,Asia,Conventional,10305.47,Electronics,0.7,High,Efficient Method,20
Tomatoes,100,South America,Recycled,19338.24,Other,0.6,Medium-High,Efficient Method,20
Paper,50,South America,Handmade,486.35,Stationery,0.6,Medium-High,Efficient Method,20
Leather Bag,10,South America,Recycled,167088.27,Other,0.6,Medium-High,Efficient Method,20
Paper,100,Asia,Recycled,979.24,Stationery,0.7,High,Efficient Method,20
Glass Bottle,50,South America,Conventional,20785.43,Other,0.6,Medium-High,Efficient Method,20
Rice,5,Australia,Industrial,12678.01,Food,0.5,Medium,Efficient Method,20
Corn,5,North America,Industrial,6352.56,Other,0.3,Low,Efficient Method,20
Corn,50,Asia,Handmade,60168.84,Other,0.7,High,Efficient Method,20
Mobile Phone,20,Europe,Conventional,25218.06,Other,0.4,Medium,Efficient Method,20
Plastic,50,South America,Organic,9204.96,Other,0.6,Medium-High,Efficient Method,20
Bicycle,5,Asia,Handmade,80687.31,Other,0.7,High,Efficient Method,20
Chair,20,North America,Recycled,47281.58,Other,0.3,Low,Efficient Method,20
Paper,20,Europe,Recycled,209.22,Stationery,0.4,Medium,Efficient Method,20
Mobile Phone,10,North America,Conventional,11324.01,Other,0.3,Low,Efficient Method,20
Mobile Phone,5,Europe,Organic,5930.59,Other,0.4,Medium,Efficient Method,20
Mobile Phone,50,South America,Industrial,64841.47,Other,0.6,Medium-High,Efficient Method,20
Wheat,1,Africa,Handmade,1949.81,Other,0.8,Very High,Efficient Method,20
Rice,100,Australia,Conventional,239605.13,Food,0.5,Medium,Efficient Method,20
Cotton Shirt,1,North America,Organic,2722.72,Other,0.3,Low,Efficient Method,20
Mobile Phone,10,Asia,Handmade,11700.87,Other,0.7,High,Efficient Method,20
Rice,200,Africa,Conventional,532148.93,Food,0.8,Very High,Efficient Method,20
Bicycle,200,Asia,Conventional,3044362.51,Other,0.7,High,Efficient Method,20
Chair,200,Europe,Handmade,542994.34,Other,0.4,Medium,Efficient Method,20
Tomatoes,100,Asia,Organic,21614.48,Other,0.7,High,Efficient Method,20
Table,1,Africa,Conventional,4552.93,Furniture,0.8,Very High,Efficient Method,20
Chair,1,Africa,Organic,2321.95,Other,0.8,Very High,Efficient Method,20
Sofa,5,North America,Conventional,46499.31,Other,0.3,Low,Efficient Method,20
Bicycle,20,North America,Organic,314847.49,Other,0.3,Low,Efficient Method,20
Rice,10,Europe,Organic,25175.8,Food,0.4,Medium,Aerobic Rice Farming,35
Tomatoes,100,Africa,Industrial,21697.28,Other,0.8,Very High,Efficient Method,20
Glass Bottle,5,North America,Organic,1880.9,Other,0.3,Low,Efficient Method,20
Cotton Shirt,100,Africa,Recycled,245796.13,Other,0.8,Very High,Efficient Method,20
Cotton Shirt,100,South America,Organic,274582.89,Other,0.6,Medium-High,Efficient Method,20
Paper,100,Asia,Industrial,934.05,Stationery,0.7,High,Recycled Paper,45
Glass Bottle,50,Asia,Handmade,20772.62,Other,0.7,High,Efficient Method,20
Cotton Shirt,5,Australia,Conventional,13311.58,Other,0.5,Medium,Efficient Method,20
Bed,20,Asia,Handmade,165999.33,Furniture,0.7,High,Efficient Method,20
Car,50,Africa,Organic,7635158.8,Vehicle,0.8,Very High,Efficient Method,20
Plastic,200,Europe,Industrial,33322.07,Other,0.4,Medium,Efficient Method,20
Cotton Shirt,1,South America,Industrial,2469.38,Other,0.6,Medium-High,Efficient Method,20
Glass Bottle,20,Europe,Recycled,7604.69,Other,0.4,Medium,Efficient Method,20
Laptop,100,South America,Industrial,922278.45,Electronics,0.6,Medium-High,Refurbished Components,35
Wood,5,Europe,Handmade,1632.41,Raw Material,0.4,Medium,Recycled Wood,30
Bicycle,100,Asia,Organic,1371733.07,Other,0.7,High,Efficient Method,20
Leather Bag,50,South America,Industrial,848606.85,Other,0.6,Medium-High,Efficient Method,20
Car,10,South America,Conventional,1392493.75,Vehicle,0.6,Medium-High,Efficient Method,20
